	text	labels	predicted	cross_predicted
475	At least he is not bound by cabinet collective responsibility so he can comment freely. But we’ll let him have a holiday first!	0	0	0
477	It would be a first wouldn’t it	0	0	0
478	'We will play for free', senior Zimbabwe cricketer expresses desperation in a bid to compete in ICC World T20 Qualifiers- Firstcricket News, Firstpost 	0	0	0
482	1 notification from MHA and Mamata Banerjee becomes a kind lady, agrees to accept doctor's demands  	0	0	0
484	CHAMPIONS!    Sri Lanka beat Bangladesh to seal 3-0 ODI series whitewash @ yesterday!    @ICC  @OfficialSLC    #SLvBAN #ThankYouKulasekara #Whitewashed    Kanishka Perera .	0	0	0
486	Bhakts are busy in giving Bad Rating to Zomato on Playstore  	0	0	0
488	Does that include reneging on your commitment to leave on 31st October 2019?	0	0	0
489	La la la lala   la la la lala	0	0	0
490	I think Mamata Banerji should allow these people to Chant whatever they want on the road . Let's see for how many how many weeks they can continue this. 	0	0	0
491	This is my Australia. #refugeesarewelcome  	0	0	0
496	Love watching this channel..well worth subscribing to..#Brexit   	0	0	0
497	#LoveSong For #Bataclan #PrayForParis: Toto    Africa http://ift.tt/nD6XL1       #ParisAttacks	0	0	0
499	Keep in touch with the ones who have forgotten you, & forgive who has wronged you, & do not stop praying for the best for those you love.	0	0	0
500	So Pakistan and india will not face each other. ICC is favouring @BCCI aka team India, as India will not play against Pak and Pak, will automatically earn points. Why every team have a different number of matches? Isn't it biasedness and what about the credibility of championship	0	0	0
501	So would you take your seats in Westminster if it came to that?	0	0	0
502	Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love - Trending News News https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30 …	0	0	0
510	But every leave politician said there would be a deal and it would be the easiest deal in history. Also, the Good Friday Agreement came before the vote that could lead to a No Deal so pretty sure that has priority.	0	0	0
511	If @POTUS is lying then Pradhan Mantri ji should suspend all relations with the US till they accept they lied 	0	0	0
512	“Mez does have a real brother but he hasn’t seen him in over four years, since the day he left his village.”  #DUDH70 #HumanRights #RefugeesAreWelcome     	0	0	0
516	Hindu-Muslim same-sex couple break new ground; pictures go viral https://timesofindia.indiatimes.com/us/hindu-muslim-same-sex-couple-break-new-ground-pictures-go-viral/articleshow/70472372.cms …	0	0	0
518	West Bengal: Mamata Banerjee’s fiefdom crumbling as first doctors now teachers take to streets against state authorities  	0	0	0
519	Well done Mary Lou and by the way don't ever take ur seats in Westminster it's a different country	0	0	0
521	And this tweet isn't bluster and bravado?	0	0	0
522	@Jacob_Rees_Mogg @michaelgove @BorisJohnson @DominicRaab   WHAT HAVE YOU DONE?	0	0	0
523	Boris Johnson: Last Week Tonight with John Oliver (HBO) https://youtu.be/dXyO_MC9g3k  via @YouTube	0	0	0
524	Great read. Dont Miss at all. Each and every point has been explained with every bit of detail. #ICC #WTC21 https://twitter.com/krick3r/status …	0	0	0
526	Dear CPM,    On any rational scale, is Mamata Banerji worse than all other regional parties that you support to defeat BJP across India?    Please spare us the BS. Calling TMC and BJP sides of the same coin, and... https://www.facebook.com/357761957586540/posts/2761701930525852/ …	0	0	0
528	Not even an elected representative is safe in BJPs Jharkhand ....  And they say law & order is an issue here ....	0	0	0
529	This is love.   .    #Manus #Nauru #EndImmigrationDetention #RefugeesAreWelcome https://www.instagram.com/p/Bt50Z9vlyk5/?utm_source=ig_twitter_share&igshid=17n5rz8uuqe61 …	0	0	0
530	Doctor say PMB is fit, Wailers disagree. WAEC say PMB has Certificate, Wailers disagree. INEC declare PMB winner, Wailers disagree.    Buhari say THERE IS GOD.....Guess Wailers reaction	0	0	0
532	“My job is to make your streets safer. That begins with recruiting another 20,000 police officers.” – PM @BorisJohnson	0	0	0
537	#ThoughtForTheDay #freepress #ParisAttacks Empowering site:Should FreeEexpression have limit http://bit.ly/UpV9XI  pic.twitter.com/X9GX1gXWQP	0	0	0
538	Be careful judging motives in conversion. The embrace of Christ as one’s treasure is always ultimate in true conversions, but *all* of us come with mixed motivations.	0	0	0
540	Thanks to @DanChurchAid and the trainers @ecovatorand @charlielambro for facilitating the #Entrepreneurship Boot Camp for 40 talented young entrepreneur #refugees and the Training of Trainers session to 10 facilitators from various community-based organizations at #Kakuma19.	0	0	0
541	More hot air from this Johnson #StopBrexit	0	0	0
542	“The hardest thing about being a refugee is missing my home and my family.” Hasan is 82 years old. He lives at a #Refugees camp in Iraq after fleeing #Syria.  @Refugees	0	0	0
544	Surely the government in Northern Ireland is running why the 'up' ??	0	0	0
545	NMC bill made Modi look like Mamata Banerjee.. only difference is, Mamata killed dreams of about 3 doctors.	0	0	0
548	If you don't take us out totally. You are toast like your predecessor	0	0	0
553	A campaigner trying to prosecute Boris Johnson over his EU referendum bus claim has said he is appealing against a court decision to quash a summons for the Prime Minister  	0	0	0
556	Please just call a #GeneralElectionNow and make a  #NIAssemblyElectionHappenNow	0	0	0
560	West Bengal CM Mamata Banerjee: I appeal to all doctors to resume work as thousands of people are awaiting medical treatment.  #DoctorStrike	0	0	0
563	That time Boris Johnson’s special adviser spilled the beans on the real Tory Party 	0	0	0
566	#TheGreatHack is a must-watch on Netflix. How democracy was shredded by data mining company, Cambridge Analytica with complicity by Facebook in election campaigns #Brexit #Trump #VoteLeave	0	0	0
568	When it all comes down to it we all want the same, Jobs health education and peace,  FFS just give NI the Backstop and let GB leave the CU&SM until they get a future trade agreement just do the right thing.	0	0	0
573	#AmericaWasNeverGreat #NoBorders #RefugeesAreWelcome #LetThemIn     Read, reply, RT.    http://revcom.us/avakian 	0	0	0
575	@VtvGujarati  @isudan_gadhvi  @golanihemant @patelkeyur660 @yuvrajsinh6565 @joshipuradj @kirankumarmakw1 @adgpi @PMOIndia @narendramodi @BJP4Gujarat @INCGujarat @ICC @BCCI   #Dhoni   #dhoni07   #armydhoni7   #IndianArmy	0	0	0
579	Cancelled a Zomato order as the rider's name was Modi.  His status showed:  Na khaoonga na khaney doonga!    #Zamato #IStandWithZomato	0	0	0
584	Out by the 31st Oct.  No half measures.	0	0	0
591	Come to Yorkshire. I'll buy you a milkshake.	0	0	0
592	Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30?fbclid=IwAR1WbgQT-4tkTGgIWeNp8FXBLCfyvfGMgoobb7zXIvowRWFw8cx7BlszScg … via @indiatoday	0	0	0
593	Boris Johnson: What does his tour around the UK tell us? https://simplenews.co.uk/general/boris-johnson-what-does-his-tour-around-the-uk-tell-us/ …	0	0	0
598	...gonna leave this right here @MoveOn #CloseTheCamps #FamiliesBelongTogether  #michaelavenatti #washingtondc #dc #impeachtrump #whitehouse #washingtondc #dc #25thamendment #25thamendmentnow #impeach #resist #familiesbelongtogether #vote #nomuslimban #nomuslimbanever #ke	0	0	0
602	Your prime focus was to avoid a press conference.	0	0	0
603	We are all human. Be compassionate for those seeking a safer life.     #buildinghumanity #supportrefugees  #refugeeswelcome #refugeestories #refugeesarewelcome #standwithrefugees #refugees #refugeecrisis #refugee #hope #standwithrefugees	0	0	0
605	Last evening my colleague and I had our first Info Abend targeting African mirgants at Görlitzer Park. We did it in English, German and Arabic. Good vibes, laughter, and food. Everyone has the right to health services & information #healthrights #refugeesarewelcome #görlitzerpark	0	0	0
606	https://sail4justice.org/donations-to-manus-refugees/ …    We are collecting donations and money to bring material support to the men on Manus;    Please share this page widely and donate if you can.    #refugees #Manus #sosmanus #destinationmanus #refugeesarewelcome #sail4justice	0	0	0
611	#Brexit is putting the future of our union with Scotland and Northern Ireland at risk. If you are a patriot you must oppose it.  #PeoplesVote #Brexit #PutItToThePeople #BrexitChaos #eu #uk #politics #NHS	0	0	0
612	#BenedictDonald #trump  #PublicEnemyNo1 #ENEMYofTheState #ENEMYofTheConstitution #ENEMYofThePeople #ENEMYofAmerica  #TREASON #Traitor #Impeach45 #IMPEACHtrump #IMPEACH  #UnfitForOffice #UnfitToBePresident #UnAmerican  #MAAA #MakeAmericaAMERICAagain  #FUCKtrump #sociopaths  #trumpTrash	0	0	0
615	Being politician and politics professor, how funny is the moment, he himself is confused and doing same for his brotheren.  But all ummat of Islam rarely follow #TripleTalaq   Common public is silent.  Mullah & #Halala beneficiaries are jumping.  Siddiqui are you one of it?	0	0	0
618	#ImamMahdiWarningFromAstroidHit  'From the Awaited Imam Mahdi to all humans the Muslim of them and the disbeliever, so be of those who possess understanding minds, so hear the word before you judge then follow the best'  http://www.nasser-yamani.com/showthread.php?24078 …  #QetranAsteroidIsFlyingIntoEarth	0	0	0
619	The doctors' strike is over. Mamata Banerjee has conceded all demands, including 'zero tolerance' towards those who attacked NRS Hospital. Proof of the pudding is in its eating. Let's wait and watch how zero is TMC's tolerance of violence by its faithful. 	0	0	0
623	To kick off his first visit to Scotland as Prime Minister, PM @BorisJohnson toured a submarine at HMNB Clyde. The PM met some of the fantastic Armed Forces personnel who do so much every day to keep us safe.	0	0	0
624	Wasting your time. Sinn Fein is fighting a culture war. They won’t go back into power sharing without more British cultural replaced with nationalist ones, and they will use direct rule to whip up more anti British sentiment.	0	0	0
625	Mananiya  Sushree  Mamata  Banerji  should  immediately  convene  Meeting  of  BJP & all Political parties  for  Restoring  Peace , love and  Respect  amongst  all & stop  all Violence  forgetting  all  enemy feelings of Election.	0	0	0
626	but can buy raw meat from muslim shop.	0	0	0
627	Photoshoot of Hindu-Muslim Same-Sex Couple in New York is Breaking Boundaries of Love on the Internet 	0	0	0
628	Indian brand replacing Chinese  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss	0	0	0
629	Yes, I’m still convinced that he’s just as happy with negative attention because any attention is better than none but his team are in pre GE campaign mode and only want positive “optics”.	0	0	0
630	West Bengal: Chief Minister Mamata Banerjee's meeting with representatives of doctors was held at Nabanna, earlier today. She accepted the proposal of doctors to set up Grievance Redressal Cell in Government Hospitals. Doctors to announce their decision later. 	0	0	0
631	@BJP4India Thanks a lot BJP, for muslims women protect to triple talak and halala, I am very thankful to Our Pm and our Government, and all parliyament members who's support for this bill	0	0	0
634	2 Somali #Refugees Arrested For Planning ISIS Attack Inside #US    The suspects had been in communication with an FBI agent whom they thought was an #ISIS supporter to purchased tickets to Egypt, if they were unable to travel, the pair had planned to carry out an attack inside USA pic.twitter.com/WMqLsTsoE7	0	0	0
635	UK won't build a hard border, eu won't build a hard border, so who is?	0	0	0
642	I salute the work of our Armed Services. And that’s one of the reasons we’re today announcing a new Office for Veterans’ Affairs, to look after people who serve our country. 	0	0	0
643	Six years is too long #Refugees in #Indonesia cannot tolerate anymore living in limbo. The protest continuous asking for justice, for fair process, We all refugees responsible to company Thoes guys . Wake up refugees in all the cities please. It's enough and enough to be wait.	0	0	0
646	Congrats to @MeerGoose11 @leasky29 @crossy16 On making the squad. Now go hard out and show them what you’ve got	0	0	0
648	Thanks @LRMNetwork @LewishSanctuary @valewisham @kevinbonavia for bringing us together to discuss to how to make #Lewisham a #sanctuaryborough #RefugeesAreWelcome #RefugeeWeek2019	0	0	0
652	If you want someone to forgive you with their heart and not just their tongue, apologies to them with your heart and not just your tongue.	0	0	0
654	No idea what this means but congrats on the sex	0	0	0
656	The Priority of Humanity c hrw   #ParisAttacks 	0	0	0
658	Yes...it depends on which Muslim group is apart of.	0	0	0
662	Sidenote: I've often wondered about the conservative Muslim position on this.    According to them, both sexes have an equal obligation towards modesty and correctively enforced moral behavior can achieve that.    So where is the pressure on men to avert their eyes, as the text says?	0	0	0
668	Bigger than the ICC they won last summer?	0	0	0
669	With all due respect to you Mary Lou since you took over as SF leader the party is freefall faster than Maria Bailey on a swing. Let Pearce move the party forward	0	0	0
672	'Utahns stand ready to take children from cages and put them on the path to the American Dream. Our leaders should try harder to make it happen.' @sltrib #RefugeesWelcome #Refugees 	0	0	0
673	We caught up with @Elk1 to talk about his controversial mural on Bondi Beach.    #bondimural #bondibeach #Refugees 	0	0	0
675	And look at how much good that's done. By abdicating their mandate the DUP calls all the shots.	0	0	0
676	'I came by boat'    By     https://m.facebook.com/Justice-for-refugees-1115243108837143/ …    #Nauru   #Manus   #auspol  #Australia  #refugees 	0	0	0
677	Video of Boris Johnson saying 'no government' would bring UK out of single market goes viral    ⁦@BorisJohnson⁩, do you remember?  ⁦@10DowningStreet⁩	0	0	0
680	Lagta Hai Tera Bhi Halala hua hai..!?	0	0	0
684	#ParisAttacks  are also an attack on humanity & a real eye opener for pseudo secularist people of europe. #RefugeesGoBack	0	0	0
687	Why does it always seem like you are still dressing yourself, regardless of time of day, whenever you get out of a car?	0	0	0
690	46 prominent Muslims of Kolkata have written to Mamata asking for stringent action against the culprits to dispel the 'perception' that they are being 'shielded or appeased'.  'We have been deeply concerned with two events (the Doctors’ agitation and the attack on Ushoshi)-NDTV	0	0	0
694	Hey @ZomatoIN really food has no religion try serving non halal food to any muslim or even pork to them and you will come to know the reality i was never a fan of you appealed to our 1 lac members to #boycottzomato #Zomato #IStandWithAmit	0	0	0
696	Posted withrepost • alizayjawed The #ParisAttacks - What Now? His Holiness Younus AlGohar's #crucial #message to #worldleaders and the common #public in light of the #tragic events in #Paris.… https://www.instagram.com/p/Bz6cSddnUZD/?igshid=1dkf9wmj7w48t …	0	0	0
698	The documentary, Exodus 1947 streams for free on #AmazonPrime Narrated by Morley Safer and music by Ilan Rechtman #SupportIndieFilm  Exodus 1947 streams for FREE on #AmazonPrime     http://amzn.to/2BQVn6G     #israel #refugeesarewelcome 	0	0	0
699	Thank you for so kindly correcting my spelling. 	0	0	0
702	This move would allow countries to tap into huge resources and they'd develop quicker and more efficiently than by relying on the crumbs handed down to them by the ICC.	0	0	0
704	You're prime focus this morning was to inform us of your two year extension I was just thinking of backing you, but I'm brexit party 100% now regardless of your next big announcement. #untrustworthy	0	0	0
705	#LoveSong For #Bataclan #PrayForParis: Aaron    U-Turn [Lili] | http://ift.tt/UqKDgE    #ParisAttacks	0	0	0
706	Disagreeing with a person of color isn’t RACIST    Disagreeing with a woman isn’t SEXIST    Disagreeing with LGBT isn’t HOMOPHOBIA    Disagreeing with a Muslim isn’t ISLAMOPHOBIA    Disagreeing with an immigrant isn’t XENOPHOBIA	0	0	0
707	It is obvious the whole thing is staged.	0	0	0
708	#NoMuslimBanEver Join court support  to pack the court on Muslim travel ban lawsuits. Starts at 10 on 19th floor Federal Building, 450 Golden Gate, SF  https://m.facebook.com/events/2235952906523479 …	0	0	0
712	Hindu - Muslim     Same Sex Relationship    India - Pakistan    #AnjaliChakra  #SundasMalik     What an incredible love story! Take a bow guys! Wish you both all the happiness in the world! pic.twitter.com/gQKXs5iS6a	0	0	0
713	My job is to make your streets safer. That begins with recruiting another 20,000 police officers.	0	0	0
717	Breaking boundaries, stereotypes, barriers and the news - this same sex, Hindu Muslim, Hindustani Pakistani couple has our heart.    #loveislove #pride #lovewithoutborders #lovewins #lgbt #couplegoals #dotheishqbaby pic.twitter.com/vK6X0kTRam	0	0	0
719	It seems that whatever took place could have happened via Skype rather than expensive & environmentally unfriendly travel	0	0	0
722	This man rejected food because it was delivered by a muslim. But he would have not even known if the cook was muslim had the delivery person been a Hindu. He would have been relishing the food and giving good ratings. Seriously, this is taking it too far.	0	0	0
726	For those abusing didi on a daily,  LOL  She might lose the state election but she won't go without a fight !    Mamata Banerjee succeeds in breaking logjam, doctors call off strike after 7 days https://www.indiatoday.in/india/story/mamata-succeeds-doctors-call-off-strike-1550768-2019-06-17 … via @indiatoday	0	0	0
731	Did they learn from the last 2 days and keep him away from real people?	0	0	0
733	Kutupalong camp and a blanket protecting privacy in this very densely populated place. 'We can't build walls and fences like we did back home, so we put up this blanket', said the women from one household. #Rohingya #refugees 	0	0	0
735	I asked young Eritreans why they risk migration. This is what they told me http://theconversation.com/i-asked-young-eritreans-why-they-risk-migration-this-is-what-they-told-me-119324?utm_source=twitter&utm_medium=twitterbutton … via @TC_Africa #Refugees #Eritrea	0	0	0
737	A friend sends me a text asking: “Why does the BBC say the ‘risk’ of losing my job instead of the ‘opportunity’ of updating my CV?”   Anyone got an answer for him?#Brexit	0	0	0
743	#ParisAttacks Fact & fiction book site:Harvard Prof Huntington sees clash between Islam & West ModernWorld lessensIt http://bit.ly/SesVJ7 	0	0	0
746	What alternative was suggested by him. Anything??	0	0	0
752	Will miss ur dangerous Yorkers legend  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss	0	0	0
753	Doctors' stir: Opposition asks Mamata to apologise 	0	0	0
754	Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love. https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30 …	0	0	0
758	@MamataBanerji   Yesterday I am going to meet my west bengal chief minister..mamata didi ...but there security guard & police said u don't meet to didi...But I don't understand why???Who slove my problem....	0	0	0
759	2 World Cup semifinals 1 t20 semifinal 1 CT final But not a single icc Trophy so are you guys happy with the home series and 1 odd away win if you happy with this then vikrant is wrong but a real fan will want to win Big tournaments not stupid series	0	0	0
761	Meet @mborrellporta from the @govern of Catalonia, who explains how Catalonia helps #refugees to finish their univeristy studies   For more integration success stories visit our blog:  http://www.cor.europa.eu/regions4integration.t.go … #Regions4Integration  @exteriorscat	0	0	0
762	This is hilarious. Changing your message every 10 seconds. You can't have the good Friday/Belfast agreement and Brexit. Make up your mind.	0	0	0
763	Bengal doctors agree to meet with Mamata Banerjee, set one condition https://www.ndtv.com/india-news/bengal-doctors-on-strike-agree-to-meet-with-chief-minister-mamata-banerjee-2054156 …	0	0	0
766	Halala!!!!!! I don't think I know anyone that deserves this more than you do  Well Done Ausi waka! https://www.facebook.com/564353710/posts/10157371218433711/ …	0	0	0
769	@samiprajguru  u keep playing whole year  make runs but if u fail at big stages like world cup or any other ICC event then there will b ? mark on captain. Virat fails at big stages like 2015 WC semi final.Dont compare him with Dhoni.Dhoni was far better.	0	0	0
770	The electorate and business in NI support the NI only backstop. After ignoring the for three years they expected to be listened to.     Instead he presented them with the demands of one sectarian minority party.    With this result	0	0	0
771	West Bengal Mamata Banerjee directs Kolkata Police commissioner Anuj Sharma to deploy a nodal police officer in every hospital, during the meeting with representatives of doctors at Nabanna. (File pic) 	0	0	0
772	jimin is muslim wtf he was doing the jomah prayer with me last week  	0	0	0
775	#LoveSong For #Bataclan #PrayForParis: Berlin    Take My Breath Away http://ift.tt/oaDnoC   #ParisAttacks	0	0	0
777	Thank you for standing firm. We need you.	0	0	0
778	No they @BorisJohnson is spending all the money saved through austerity....so the government that brought you austerity now brings wasteful spending....pretty amazing I would say	0	0	0
780	'If we unite our country with better education, with better infrastructure, with an emphasis on new technology, then this really can be a new golden age for the UK.' – PM @BorisJohnson visiting Manchester today 	0	0	0
781	I couldn't agree more, and what spelled out in your tweet was exactly the way it was meant to be,  until the DUP stuck the boot in, you know the rest.	0	0	0
787	If you attach huge importance to the GFA, you’d better Revoke A50 ASAP !!! Otherwise you’ll not be taken serious! More empty words or Revoke A50!!??	0	0	0
795	Slip a couple of million to the DUP to vote for you again that’ll help	0	0	0
800	So given we lose around 7000 a year (when the Tories aren't forcing cuts on the police) we'll only be down by 1000 in three years time?	0	0	0
801	We're going to get Brexit done by October 31st.    And we're going to strengthen our NHS, fund our schools, and hire 20,000 new police officers.    Help build the movement that does it. Join now.  http://conservatives.com/join 	0	0	0
802	These bans have had very real consequences, splitting families apart and destroying the refugee resettlement program by 75%. Now Trump wants to end it completely. https://www.politico.com/story/2019/07/18/trump-officials-refugee-zero-1603503 … #DemDebate #RepealTheBan #NoMuslimBanEver	0	0	0
807	T W E N T Y   T H O U S A N D  M O R E   P O L I C E.    Let Boris know where you'd like to see more - http://conservatives.com/morepolice      Like if you want more officers on the streets. 	0	0	0
811	Thanks to the brilliant @wearebeam former guest Dawit now has his own set of wheels in order to get around London for his carpentry jobs as he finishes his apprenticeship. Think the smile says it all .  .m  #newwheels #driver #carpenter #apprentice #refugee #refugeesarewelcome 	0	0	0
815	No.  ICC Champions last year, AIA Cup Winners before that 	0	0	0
816	We can also learn from vivekananda - Service of man is service of God. Every soul has departed from soul of God. We all whether hindu,  Muslim or sikh whether of any caste, sex we all have same soul. So love for all. What's take on this?	0	0	0
818	Boom Boom Afridi  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss	0	0	0
821	In a century @realDonaldTrump congratulate on @Twitter what other diplomatic way can be faster than using @Twitter	0	0	0
822	Love Is Love: This Dreamy Photoshoot Of Same Sex Hindu-Muslim Couple is Beautiful..     https://www.indiatimes.com/trending/human-interest/this-dreamy-photoshoot-of-same-sex-hindu-muslim-couple-is-proof-that-there-are-no-t-cs-in-love-372499.html …	0	0	0
823	Doing well = losing?!  Blair used to win for fun. And he would have opposed Breakshit, not used it as an opportunity.	0	0	0
826	Bangladesh Cricket @  ICC Cricket World Cup 2015~ 7 points.  ICC Cricket World Cup 2019~ #9M -7 points	0	0	0
834	Aww many congratulations to you and the Jock. Hope you've had a lovely day. Big hug to my favourite little Danish pastry in all the world.. 	0	0	0
840	It’s simple, folks. We want a great new deal - but if the EU won’t give us one, we’ll leave with no deal on October 31st.    Agree with @BorisJohnson's Brexit pledge? Let him know 	0	0	0
842	They're the Fianna Fail 'B' team, all talk.	0	0	0
843	I have no words to adequately describe how this tragedy makes me feels. Please consider supporting these parents who have lost all 7 of their children all at once: https://www.gofundme.com/spryfield-fire-disaster-support …    #canada #halifaxfire #SpryfieldFire #RefugeesAreWelcome #Refugees #spryfield #Gofundme	0	0	0
844	#BREAKING | Junior doctors in West Bengal call off week-long strike after meeting with Chief Minister Mamata Banerjee, reports PTI 	0	0	0
846	Today PM @BorisJohnson is in Northern Ireland with Secretary of State for Northern Ireland @JulianSmithUK.    They are meeting each of Northern Ireland’s main political parties for discussions on restoring the devolved institutions.	0	0	0
848	Such an engagaing day spent in #Kakuma with @Vodafonefdn group CEO @NickReade observing the transformational impact of digital learning on #refugees who have benefited from the Instant Network Schools. Grateful to @Vodafonefdn @SafaricomPLC, @SafaricomFDN for  collaboration.	0	0	0
852	No ifs, no buts.    We’ll leave on 31st October - and whatever happens EU citizens here can be certain of their right to stay.    Agree? Join Boris  http://conservatives.com/join 	0	0	0
855	Siliguri: Junior doctors at the District Hospital continue the protest, one of the protesters says, 'We won't stop the protest until she (West Bengal CM Mamata Banerjee) meets the protesters at NRS Medical College & Hospital.' #WestBengal #DoctorsProtest	0	0	0
857	@ashwani_mahajan sir your point is very relevant & real. Most of the economist's are inspire with western countries economy. But we have different economy our issues are different. Our economy based on agriculture & small scale industries & businesses.	0	0	0
859	All the bestPrime minister and Home minister	0	0	0
860	#AIMIM President Barrister Asaduddin Owaisi quotes crimes which took place in many other places and asked media that will you broadcast it. @asadowaisi	0	0	0
861	make a proper young and experience team -- identify good people who can stand with you . ---come with good strategies:;;;create your own audience and learn alot from MoODI:	0	0	0
862	Heroine of first war of India freedom,   A symbol of patriotism and self respect     #RaniLaxmibai #लक्ष्मीबाई 	0	0	0
864	#AIMIM National Spokesperson Syed Asim Waqar Will Be LIVE On the Following Channels Today:     #BharatSamachar: 8:00 to 9:00 pm.    #TimesNow: 9:20 to 10:00 Pm.    @asadowaisi   @syedasimwaqar	0	0	0
867	VIVAHIT BaitION KO BHI Patrick KIRSI BHOOMI MAIN BAITON K SAMAN U.P MAIN Adhikar KOUN dilanai KI Kirpa karaiga ? Vicharniy pirsn ? Kya vivahit baition k sath anyay hota rahaiga u.p.main ?	0	0	0
868	Actress : I’m an actress my opinion doesn’t matter    Also the actress : Don’t vote for Modi because me and 300 other actors are saying so.	0	0	0
869	I began documenting Islamist attacks when hardly anyone was doing it. I reported about patterns when none was doing it. What I saw in Delhi's Hauz Qazi today would have left me numb if not for my earlier experiences and observations. Report soon	0	0	0
873	What #India cannot afford is a KITCHRI like verdict in #IndiaElections2019 . Let there be clear mandate for full five years.     @narendramodi	0	0	0
874	AIMIM chief @asadowaisi said that attacks on Muslims will not stop in the near future also alleged that there are specific organisations behind such incidents.	0	0	0
875	#AIMIM Floor Leader Akbaruddin owaisi says 'our educational institutions are open for all MUSLIMS and other communities' @asadowaisi @imAkbarOwaisi	0	0	0
876	.@aimim_national spokesperson @syedasimwaqar questions @BJP4India's dual politics on cow.  Why the BJP has not banned beef in North-east India and Goa?	0	0	0
877	Thankful to Prime Minister Shri @narendramodi ji for reposing faith in me. Your leadership and continued support is a great source of inspiration. I assure you that I will put my best efforts to serve our people and country.	0	0	0
878	Our efforts today will improve the lives of the future generations!    Let us come together to conserve water.     I have three requests for you all. Here they are.     #JanShakti4JalShakti	0	0	0
879	Had a great @BJP4India Parliamentary Party meet earlier today. A wide range of issues were discussed. Looking forward to a fruitful session ahead.	0	0	0
881	#NoMoreTukdeTukde | Has even one person gone to jail for the 'Tukde Tukde' slogans?: @syedasimwaqar, AIMIM Spokesperson, on Uttar Pradesh government's ordinance against anti-national activities on campus' at @republic.   @asadowaisi	0	0	0
882	Perception. 1shd b able to reach to d core of d perception.  Relegns R nothng bt perceptions of some indvdls lk Prince Siddarth who ws Budda, Jesus who wntd 2 love unconditionally, Mohammad who wanted2b in Bliss/Rooh. Bt Sanaathan Dharm is nt perception.	0	0	0
884	Spent time with my Mother and sought her blessings.	0	0	0
885	#ParliamentSession    AIMIM President Barrister @asadowaisi  Congratulates the Speaker and said a speaker must ensure the elected government does not become a monarchy. He reminds the Speaker of his discretionary powers and says it must be upheld.	0	0	0
887	Yogi is best management for up police	0	0	0
888	PM Shri @narendramodi with PM of Japan @abeshinzo and President of US @realDonaldTrump in a Trilateral Meeting of JAI (Japan-America-India) on margins of #G20 Summit in Osaka, Japan.	0	0	0
889	Commissioned in 1887, the then Dufferin Bridge took only 5 years to build. In 1948, it was renamed as Malviya Bridge. It remains one of the most recognizable structures of Varanasi.	0	0	0
890	Yes I know You have 56inch Chest but why we cannot buy Oil,S400 Missile,5g Technology from Iran, Russia & China,why are you Scare of Trump: @asadowaisi	0	0	0
891	Article 370 is the temporary provision in the Constitution of India: Home Minister Shri @AmitShah in Lok Sabha	0	0	0
892	#NitishOwnUp | Syed Asim waqar Spokesperson @aimim_national  Angry on #BiharEncephalitisDeaths  at @Republic_Bharat     @syedasimwaqar @asadowaisi	0	0	0
893	BJP Working President Shri @JPNadda being felicitated by PM Shri @narendramodi, BJP National President Shri @AmitShah and other senior leaders at BJP Parliamentary Party meeting in New Delhi.	0	0	0
894	Jharkhand Killing 11th Mob Attack In 2019, Minorities Targeted More: Data  https://www.ndtv.com/india-news/jharkhand-killing-11th-mob-attack-in-2019-minorities-targeted-more-data-2058629 …  “9pm Nationalist will say please don’t provoke “,as they are blinded by love of Supreme Leader lago rahe hum shikar hain aur slogan Lagane wale SHIKARI & 5 Trillion by 2024 w/o 14%?	0	0	0
895	Still you are best choice for U.P Mukhya Mantri congratulations for Azamgarh win .	0	0	0
897	Happy birthday to you God gave you a long life	0	0	0
899	Akbaruddin Owaisi returns home to Hyderabad. @imAkbarOwaisi  #AkbaruddinOwaisi #Hyderabad #AIMIM #Telangana	0	0	0
901	Just returned to Delhi after Election Campaigning in Bihar & UP. First thing in the morning I will visit the grief stricken Tyagi family in Basaidarapur at 9 AM	0	0	0
902	Losing is okay, but not even trying to win is sad...     #INDvENG	0	0	0
903	Thank you for the warm welcome home! Proud to serve as dean of Lindner College of Business. Let’s go, Bearcats!	0	0	0
